x	f(x)	gradient

0.0 0.0 0
0.018000000000000002 -7.323004672 -18.0
0.035888112 -7.64193725693083 -17.888112
0.053657327849004906 -7.956576633640378 -17.769215849004905
0.07130083457592813 -8.266713676031735 -17.643506726923224
0.08881202386033787 -8.57215165653636 -17.511189284409745
0.10618450081018982 -8.87270658600855 -17.372476949851944
0.12341209202678097 -9.168207489689493 -17.22759121659115
0.14048885294111915 -9.458496619377268 -17.076760914338195
0.1574090744098639 -9.743429602410385 -16.92022146874475
0.17416728856292588 -10.022875528521833 -16.758214153061974
0.190758273898684 -10.296716976044202 -16.590985335758106
0.20717705962656222 -10.564849979340453 -16.41878572787823
0.22341892926037674 -10.827183939696242 -16.24186963381453
0.23947942346939224 -11.083641482235842 -16.060494209015502
0.2553543421973931 -11.334158261712616 -15.874918728000857
0.27103974606326 -11.578682720275392 -15.685403865866881
0.286531957059528 -11.817175800523021 -15.492210996268003
0.30182755856817445 -12.04961061733072 -15.295601508646474
0.3169233947154307 -12.275972092063707 -15.095836147256255
0.3318165690897227 -12.49625655288688 -14.893174374291984
0.34650444284891463 -12.710471304935034 -14.687873759191968
0.3609846322448527 -12.918634174128051 -14.480189395938071
0.3752550055947802 -13.120773028401366 -14.270373349927464
0.3893136797305243 -13.316925280076248 -14.058674135744056
0.40315901595743725 -13.507137373019445 -13.845336226913
0.4167896155559194 -13.691464258140087 -13.630599598482146
0.4302043148589609 -13.869968860646376 -13.41469930304147
0.4434021799395279 -14.04272154233838 -13.19786508056702
0.4563825009417892 -14.209799562048984 -12.980321002261327
0.4691447860901479 -14.37128653716588 -12.762285148358679
0.4816887554098202 -14.527271908976052 -12.543969319672264
0.4940143341923021 -14.677850414373584 -12.325578782481939
0.5061216462384988 -14.823121566264144 -12.107312046196625
0.5180110069115738 -14.963189144788121 -11.88936067307499
0.5296829160307258 -15.098160701271109 -11.671909119152048
0.5411380506361237 -15.228147076597741 -11.45513460539789
0.5523772576541518 -15.353261935494602 -11.23920701802809
0.5634015464909446 -15.473621318001967 -11.024288836792834
0.5742120815809383 -15.58934320921408 -10.810535089993675
0.5848101749158505 -15.700547128174815 -10.5980933349122
0.5951972785781341 -15.807353736631264 -10.387103662283605
0.6053749773015434 -15.90988446817287 -10.177698723409392
0.61534498108002 -16.00826117811898 -9.97000377847661
0.6251091178446554 -16.102605814363926 -9.764136764635438
0.6346693262270372 -16.19304010924609 -9.560208382381788
0.6440276484258332 -16.279685292376193 -9.358322198796
0.6531862231920352 -16.362661824240817 -9.158574766202099
0.6621472789468685 -16.442089150289128 -8.961055754833286
0.6709131270449864 -16.518085475114468 -8.765848098117884
0.6794861551942211 -16.59076755625739 -8.573028149234698
0.6878688210418482 -16.660250517082417 -8.382665847627173
0.6960636459360591 -16.726647678117164 -8.194824894210885
0.7040732088701172 -16.7900704061887 -8.009562934058053
0.7119001406155124 -16.85062798064788 -7.826931745395333
0.7195471180493187 -16.90842747593703 -7.64697743380629
0.7270168586799058 -16.963573659729615 -7.4697406305871255
0.7343121153741689 -17.016168905851064 -7.295256694262985
0.7414356712885004 -17.066313121178187 -7.123555914331547
0.7483903350048611 -17.11410368570876 -6.9546637163606455
0.7551789358724876 -17.159635404993274 -6.788600867626576
0.7618043195550267 -17.203000474126444 -6.6253836825390415
0.7682693437821841 -17.244288452506225 -6.465024227157475
0.774576874304345 -17.283586248582598 -6.307530522160802
0.7807297810480338 -17.320978113836183 -6.152906743688863
0.7867309344695619 -17.35654564524797 -6.001153421528066
0.7925832021037283 -17.390367795544858 -5.852267634166427
0.798289445304022 -17.42252089053168 -5.706243200293635
0.8038525161703922 -17.453078652847598 -5.56307086637023
0.8092752546603282 -17.482112231513852 -5.422738489935998
0.8145604858786998 -17.50969023666938 -5.28523121837156
0.8197110175415683 -17.53587877892138 -5.150531662868479
0.8247296376089704 -17.560741512768736 -5.018620067402191
0.8296191120815092 -17.584339683587 -4.889474472538694
0.8343821829554492 -17.606732177694543 -4.763070873940004
0.8390215663309145 -17.627975575049902 -4.639383375465297
0.8435399506677085 -17.648124204160297 -4.51838433679394
0.8479399951832325 -17.66723019881063 -4.400044515523987
0.852224328386957 -17.68534355625075 -4.284333203724522
0.8563955467459001 -17.702512196506536 -4.171218358943058
